NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190001705287,2019,Indaial,SC,18,M,1.0,1,2,0,2,1,1,1,1,422.4,561.6,558.8,581.3,120.0,140.0,100.0,120.0,120.0,600.0,B,B,D,D,3,F,A,B,C,B,A,B,B,B,A,B,A,B,B,A,A,C,A,B,B
190001428809,2019,Vitória da Conquista,BA,17,F,1.0,3,2,0,2,1,1,1,1,590.3,628.3,535.9,663.8,160.0,180.0,160.0,200.0,200.0,900.0,B,G,D,D,3,E,A,B,D,A,A,B,A,B,A,B,A,A,B,B,A,B,B,B,B
190001496858,2019,Jaboatão dos Guararapes,PE,17,M,1.0,3,1,2,1,1,1,1,1,566.2,591.1,624.4,533.9,120.0,180.0,140.0,120.0,140.0,700.0,D,D,B,B,4,B,A,B,C,A,B,B,A,A,A,B,A,A,B,B,A,C,A,B,B
190001428810,2019,Salvador,BA,16,F,1.0,3,3,0,1,1,1,1,1,351.9,376.5,415.5,403.0,100.0,100.0,100.0,100.0,0.0,400.0,E,E,D,C,4,C,A,B,C,B,A,B,B,A,A,B,A,A,B,A,A,D,B,B,B
190001212625,2019,Caxias,MA,18,M,1.0,3,1,1,1,1,1,1,1,612.9,616.4,585.5,606.3,140.0,180.0,160.0,120.0,120.0,720.0,B,G,A,D,4,C,A,B,D,B,A,B,A,A,A,A,A,A,C,B,A,C,A,B,B
190001128666,2019,Fortaleza,CE,18,F,1.0,3,2,0,2,1,1,1,1,616.5,600.8,595.5,651.4,160.0,160.0,180.0,180.0,140.0,820.0,A,C,F,B,3,B,A,B,B,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,B
190001867797,2019,Curitiba,PR,25,F,2.0,3,1,8,1,1,1,1,1,476.8,533.9,553.3,438.4,120.0,120.0,120.0,120.0,80.0,560.0,E,E,B,B,2,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,B,B,B
190001692759,2019,Tuparendi,RS,21,F,1.0,1,1,4,1,1,1,1,1,514.8,506.0,568.0,441.2,120.0,120.0,100.0,120.0,80.0,540.0,B,E,C,B,5,D,A,B,D,B,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
190001613168,2019,Vinhedo,SP,18,F,1.0,3,2,0,2,0,0,0,0,"123    500.827228
Name: NU_NOTA_CN, dtype: float64","123    544.439904
Name: NU_NOTA_CH, dtype: float64","123    535.539904
Name: NU_NOTA_LC, dtype: float64","123    544.375743
Name: NU_NOTA_MT, dtype: float64","123    122.5
Name: NU_NOTA_COMP1, dtype: float64","123    116.634615
Name: NU_NOTA_COMP2, dtype: float64","123    111.057692
Name: NU_NOTA_COMP3, dtype: float64","123    119.615385
Name: NU_NOTA_COMP4, dtype: float64","123    88.269231
Name: NU_NOTA_COMP5, dtype: float64","123    558.076923
Name: NU_NOTA_REDACAO, dtype: float64",C,D,C,B,6,E,A,C,D,B,A,B,A,B,A,B,A,B,E,A,A,E,A,A,B
190001613169,2019,Marília,SP,17,M,1.0,3,2,0,2,1,1,1,1,461.5,390.8,356.9,562.3,120.0,120.0,100.0,120.0,80.0,540.0,H,D,E,F,3,E,A,C,D,D,A,B,A,B,B,B,A,A,C,A,B,D,A,C,B
190001613170,2019,Embu das Artes,SP,18,F,1.0,2,2,0,2,1,1,1,1,362.5,479.1,568.8,402.6,120.0,120.0,120.0,120.0,40.0,520.0,E,E,D,B,6,I,A,D,D,B,B,B,A,B,A,B,A,A,C,B,B,A,B,A,B
190001520737,2019,Rio de Janeiro,RJ,22,F,1.0,1,1,4,1,1,1,1,1,520.2,580.6,607.0,590.4,140.0,180.0,140.0,160.0,160.0,780.0,E,D,C,B,5,C,A,B,D,B,A,B,B,B,A,B,A,A,C,A,A,E,A,C,B
190001244973,2019,Belo Horizonte,MG,44,M,0.0,2,1,13,1,1,1,1,1,498.0,561.1,529.4,408.5,120.0,120.0,120.0,120.0,60.0,540.0,B,D,E,F,1,D,A,B,C,A,A,B,A,B,A,B,A,A,B,A,B,B,B,B,B
190001212626,2019,São Luís,MA,20,M,1.0,3,1,2,1,1,1,1,1,509.5,549.5,505.1,543.8,160.0,200.0,200.0,160.0,180.0,900.0,E,E,C,B,2,C,A,B,C,A,A,B,B,A,A,A,A,A,B,B,A,C,A,B,B
190001613171,2019,São Paulo,SP,24,F,1.0,3,1,7,1,1,1,1,1,476.3,535.1,570.5,616.3,120.0,120.0,120.0,120.0,160.0,640.0,E,C,C,B,3,G,A,B,C,A,A,B,A,B,A,B,A,A,B,B,A,D,B,B,B
190001520738,2019,Rio de Janeiro,RJ,20,M,1.0,1,2,0,2,0,0,0,0,"116    480.444262
Name: NU_NOTA_CN, dtype: float64","116    526.668333
Name: NU_NOTA_CH, dtype: float64","116    527.806667
Name: NU_NOTA_LC, dtype: float64","116    508.447541
Name: NU_NOTA_MT, dtype: float64","116    127.0
Name: NU_NOTA_COMP1, dtype: float64","116    124.0
Name: NU_NOTA_COMP2, dtype: float64","116    114.333333
Name: NU_NOTA_COMP3, dtype: float64","116    125.0
Name: NU_NOTA_COMP4, dtype: float64","116    92.0
Name: NU_NOTA_COMP5, dtype: float64","116    582.333333
Name: NU_NOTA_REDACAO, dtype: float64",C,D,C,C,5,F,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,D,A,A,B
190001123441,2019,Barras,PI,19,F,1.0,3,1,2,1,1,1,1,1,371.6,371.2,487.4,416.4,140.0,140.0,120.0,160.0,140.0,700.0,C,B,A,A,4,A,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190001658338,2019,Cachoeiro de Itapemirim,ES,24,F,1.0,3,1,7,1,1,1,1,1,541.6,565.8,596.6,591.2,120.0,120.0,120.0,120.0,80.0,560.0,D,E,D,F,4,C,A,B,D,A,A,B,B,B,A,B,A,A,B,A,A,D,B,B,B
190001084400,2019,Manaus,AM,34,F,1.0,3,1,2,1,0,0,0,0,"2    479.65
Name: NU_NOTA_CN, dtype: float64","2    538.665385
Name: NU_NOTA_CH, dtype: float64","2    516.798077
Name: NU_NOTA_LC, dtype: float64","2    498.227083
Name: NU_NOTA_MT, dtype: float64","2    123.846154
Name: NU_NOTA_COMP1, dtype: float64","2    111.538462
Name: NU_NOTA_COMP2, dtype: float64","2    110.769231
Name: NU_NOTA_COMP3, dtype: float64","2    115.769231
Name: NU_NOTA_COMP4, dtype: float64","2    70.769231
Name: NU_NOTA_COMP5, dtype: float64","2    532.692308
Name: NU_NOTA_REDACAO, dtype: float64",A,A,B,B,5,E,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190001045826,2019,Colares,PA,21,F,1.0,3,1,2,1,1,1,1,1,374.4,451.3,436.0,388.6,120.0,120.0,80.0,80.0,60.0,460.0,H,E,F,A,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A
190001658339,2019,São Roque do Canaã,ES,22,M,1.0,1,1,4,1,1,1,1,1,562.7,541.7,534.7,563.5,120.0,120.0,120.0,120.0,120.0,600.0,B,E,B,B,2,E,A,B,C,A,B,B,A,B,A,B,A,A,B,B,A,C,A,B,B
190001409467,2019,Nossa Senhora do Socorro,SE,36,F,3.0,1,1,13,1,1,1,1,1,505.9,458.0,535.1,501.2,120.0,160.0,160.0,120.0,200.0,760.0,C,E,B,A,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190001480478,2019,Campina Grande,PB,38,F,2.0,3,1,13,1,1,1,1,1,453.2,466.7,506.3,449.8,120.0,120.0,120.0,100.0,60.0,520.0,C,C,B,B,5,C,A,B,C,A,B,B,A,A,A,B,A,A,B,B,A,C,A,B,B
190001613172,2019,Mogi Guaçu,SP,18,F,1.0,1,2,0,2,1,1,1,1,424.6,537.5,566.7,587.3,140.0,120.0,120.0,120.0,100.0,600.0,H,E,D,C,4,D,A,B,B,A,A,B,B,B,A,B,A,A,B,B,B,D,A,A,B
190001705288,2019,Florianópolis,SC,23,M,1.0,2,1,5,1,0,0,0,0,"23    529.026882
Name: NU_NOTA_CN, dtype: float64","23    569.956701
Name: NU_NOTA_CH, dtype: float64","23    555.763918
Name: NU_NOTA_LC, dtype: float64","23    553.676344
Name: NU_NOTA_MT, dtype: float64","23    133.195876
Name: NU_NOTA_COMP1, dtype: float64","23    126.391753
Name: NU_NOTA_COMP2, dtype: float64","23    122.474227
Name: NU_NOTA_COMP3, dtype: float64","23    128.247423
Name: NU_NOTA_COMP4, dtype: float64","23    94.639175
Name: NU_NOTA_COMP5, dtype: float64","23    604.948454
Name: NU_NOTA_REDACAO, dtype: float64",B,E,A,B,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
190001045827,2019,Belém,PA,29,F,1.0,2,1,12,1,0,0,0,0,"13    481.926506
Name: NU_NOTA_CN, dtype: float64","13    521.681034
Name: NU_NOTA_CH, dtype: float64","13    510.336416
Name: NU_NOTA_LC, dtype: float64","13    494.899394
Name: NU_NOTA_MT, dtype: float64","13    122.080925
Name: NU_NOTA_COMP1, dtype: float64","13    116.069364
Name: NU_NOTA_COMP2, dtype: float64","13    112.138728
Name: NU_NOTA_COMP3, dtype: float64","13    120.0
Name: NU_NOTA_COMP4, dtype: float64","13    87.976879
Name: NU_NOTA_COMP5, dtype: float64","13    558.265896
Name: NU_NOTA_REDACAO, dtype: float64",A,E,C,D,5,D,A,C,D,A,C,B,B,B,A,B,A,A,D,A,B,E,A,A,A
190001741641,2019,Rondonópolis,MT,21,F,1.0,3,1,4,1,1,1,1,1,504.1,568.6,524.5,418.2,140.0,140.0,120.0,120.0,80.0,600.0,C,B,B,A,5,C,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,B,A,B,B
190001613174,2019,Osvaldo Cruz,SP,19,M,1.0,1,1,2,1,1,1,1,1,517.2,473.6,479.5,509.6,140.0,120.0,140.0,120.0,80.0,600.0,C,D,A,A,3,B,A,B,C,B,A,C,A,A,A,A,A,B,B,B,A,D,A,B,B
190001613173,2019,São Paulo,SP,25,M,1.0,1,1,8,1,0,0,0,0,"25    509.502762
Name: NU_NOTA_CN, dtype: float64","25    566.397075
Name: NU_NOTA_CH, dtype: float64","25    550.166152
Name: NU_NOTA_LC, dtype: float64","25    535.553959
Name: NU_NOTA_MT, dtype: float64","25    125.646067
Name: NU_NOTA_COMP1, dtype: float64","25    119.016854
Name: NU_NOTA_COMP2, dtype: float64","25    113.848315
Name: NU_NOTA_COMP3, dtype: float64","25    119.269663
Name: NU_NOTA_COMP4, dtype: float64","25    87.078652
Name: NU_NOTA_COMP5, dtype: float64","25    564.859551
Name: NU_NOTA_REDACAO, dtype: float64",H,E,B,B,3,D,A,B,C,B,A,B,B,A,A,A,A,A,C,A,A,C,A,B,B
190001128667,2019,Caucaia,CE,19,M,1.0,2,2,0,2,1,1,1,1,589.8,633.8,609.6,707.4,160.0,160.0,140.0,180.0,180.0,820.0,C,D,B,B,4,B,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,E,A,C,B
190001613175,2019,São Miguel Arcanjo,SP,17,F,1.0,1,2,0,2,1,1,1,1,487.2,451.4,516.4,556.2,120.0,120.0,120.0,100.0,0.0,460.0,B,B,A,A,4,C,A,B,D,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A
190001428811,2019,Salvador,BA,22,M,1.0,2,1,4,1,1,1,1,1,559.8,612.9,580.3,533.3,160.0,200.0,160.0,200.0,160.0,880.0,E,E,B,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190001613176,2019,Jaguariúna,SP,18,F,1.0,1,2,0,2,1,1,1,1,461.2,438.7,529.7,491.1,100.0,80.0,80.0,120.0,40.0,420.0,F,C,D,B,4,E,A,C,D,B,B,B,A,B,A,B,A,B,B,A,B,D,B,C,B
190001244974,2019,Uberlândia,MG,29,F,1.0,1,1,12,1,1,1,1,1,390.2,438.2,489.5,559.9,120.0,140.0,120.0,100.0,140.0,620.0,E,F,B,B,2,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A
190001428812,2019,Irecê,BA,21,M,1.0,2,1,4,1,0,1,1,0,"4    497.883571
Name: NU_NOTA_CN, dtype: float64",514.1,518.9,"4    509.27381
Name: NU_NOTA_MT, dtype: float64",140.0,120.0,140.0,180.0,120.0,700.0,C,E,B,B,5,B,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,A
190001779833,2019,Padre Bernardo,GO,18,F,1.0,2,1,1,1,0,0,0,0,"8    514.125
Name: NU_NOTA_CN, dtype: float64","8    560.616049
Name: NU_NOTA_CH, dtype: float64","8    537.656522
Name: NU_NOTA_LC, dtype: float64","8    521.663226
Name: NU_NOTA_MT, dtype: float64","8    127.204969
Name: NU_NOTA_COMP1, dtype: float64","8    127.701863
Name: NU_NOTA_COMP2, dtype: float64","8    122.111801
Name: NU_NOTA_COMP3, dtype: float64","8    124.47205
Name: NU_NOTA_COMP4, dtype: float64","8    100.496894
Name: NU_NOTA_COMP5, dtype: float64","8    601.987578
Name: NU_NOTA_REDACAO, dtype: float64",H,D,C,B,2,B,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A
190001212627,2019,São Luís,MA,20,M,1.0,2,1,1,1,1,1,1,1,404.4,516.2,452.5,514.9,140.0,200.0,160.0,180.0,120.0,800.0,H,C,F,B,5,C,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
190001084401,2019,Manaus,AM,34,M,1.0,3,1,7,1,0,0,0,0,"2    479.65
Name: NU_NOTA_CN, dtype: float64","2    538.665385
Name: NU_NOTA_CH, dtype: float64","2    516.798077
Name: NU_NOTA_LC, dtype: float64","2    498.227083
Name: NU_NOTA_MT, dtype: float64","2    123.846154
Name: NU_NOTA_COMP1, dtype: float64","2    111.538462
Name: NU_NOTA_COMP2, dtype: float64","2    110.769231
Name: NU_NOTA_COMP3, dtype: float64","2    115.769231
Name: NU_NOTA_COMP4, dtype: float64","2    70.769231
Name: NU_NOTA_COMP5, dtype: float64","2    532.692308
Name: NU_NOTA_REDACAO, dtype: float64",D,B,C,B,10,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
190001428813,2019,Salvador,BA,21,F,1.0,4,2,0,2,0,0,0,0,"102    469.316393
Name: NU_NOTA_CN, dtype: float64","102    524.827692
Name: NU_NOTA_CH, dtype: float64","102    513.416923
Name: NU_NOTA_LC, dtype: float64","102    482.180328
Name: NU_NOTA_MT, dtype: float64","102    116.615385
Name: NU_NOTA_COMP1, dtype: float64","102    114.461538
Name: NU_NOTA_COMP2, dtype: float64","102    106.769231
Name: NU_NOTA_COMP3, dtype: float64","102    114.153846
Name: NU_NOTA_COMP4, dtype: float64","102    84.307692
Name: NU_NOTA_COMP5, dtype: float64","102    536.307692
Name: NU_NOTA_REDACAO, dtype: float64",H,C,A,B,3,B,B,B,B,A,A,B,A,A,A,B,A,A,C,B,A,C,A,B,B
190001339071,2019,Maceió,AL,41,M,2.0,3,1,13,1,1,1,1,1,441.5,524.8,470.4,497.1,120.0,120.0,100.0,120.0,0.0,460.0,B,B,A,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190001428814,2019,Salvador,BA,20,F,1.0,3,1,1,1,1,1,1,1,393.3,454.5,457.2,428.4,100.0,140.0,120.0,120.0,120.0,600.0,D,D,F,B,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,C,A,B,B
190001123442,2019,Oeiras,PI,58,F,3.0,3,1,13,1,1,1,1,1,461.9,553.4,532.9,385.8,120.0,180.0,140.0,140.0,140.0,720.0,A,A,F,F,1,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,A
190001613177,2019,São Paulo,SP,18,M,1.0,1,2,0,2,1,1,1,1,678.1,665.3,598.2,821.1,160.0,200.0,180.0,180.0,200.0,920.0,F,G,E,D,3,G,A,B,D,B,A,B,B,B,B,B,A,B,D,A,B,D,B,C,B
190001128668,2019,Orós,CE,24,M,1.0,3,1,4,1,1,1,1,1,362.8,412.2,353.2,483.5,80.0,120.0,100.0,100.0,0.0,400.0,C,D,A,B,5,B,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,A
190001696177,2019,Carlos Gomes,RS,17,F,1.0,1,2,0,2,1,1,1,1,482.9,503.5,561.2,418.6,120.0,120.0,100.0,100.0,80.0,520.0,D,D,A,A,3,G,A,B,C,A,A,B,A,B,A,B,A,A,A,B,A,C,A,B,B
190001613178,2019,Franca,SP,17,M,1.0,3,2,0,2,1,1,1,1,520.8,511.7,476.8,541.1,80.0,120.0,80.0,80.0,0.0,360.0,D,D,B,B,4,C,A,B,D,B,B,B,A,C,A,B,A,A,C,B,A,A,A,A,A
190001339072,2019,Cajueiro,AL,18,M,1.0,3,2,0,2,1,1,1,1,496.6,614.3,532.1,646.8,160.0,180.0,140.0,120.0,120.0,720.0,E,E,D,C,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B
190001244975,2019,Itaúna,MG,31,M,1.0,1,1,13,1,0,0,0,0,"10    524.982679
Name: NU_NOTA_CN, dtype: float64","10    571.270862
Name: NU_NOTA_CH, dtype: float64","10    551.098261
Name: NU_NOTA_LC, dtype: float64","10    555.179099
Name: NU_NOTA_MT, dtype: float64","10    130.365217
Name: NU_NOTA_COMP1, dtype: float64","10    122.956522
Name: NU_NOTA_COMP2, dtype: float64","10    119.965217
Name: NU_NOTA_COMP3, dtype: float64","10    125.947826
Name: NU_NOTA_COMP4, dtype: float64","10    95.513043
Name: NU_NOTA_COMP5, dtype: float64","10    594.747826
Name: NU_NOTA_REDACAO, dtype: float64",B,B,B,B,3,G,A,B,D,C,B,B,A,B,B,B,A,A,B,A,A,D,A,A,B
190001867798,2019,Curitiba,PR,47,M,0.0,1,1,13,1,0,0,0,0,"17    509.865761
Name: NU_NOTA_CN, dtype: float64","17    560.015026
Name: NU_NOTA_CH, dtype: float64","17    545.013298
Name: NU_NOTA_LC, dtype: float64","17    542.358101
Name: NU_NOTA_MT, dtype: float64","17    126.170213
Name: NU_NOTA_COMP1, dtype: float64","17    115.212766
Name: NU_NOTA_COMP2, dtype: float64","17    110.212766
Name: NU_NOTA_COMP3, dtype: float64","17    120.106383
Name: NU_NOTA_COMP4, dtype: float64","17    79.787234
Name: NU_NOTA_COMP5, dtype: float64","17    551.489362
Name: NU_NOTA_REDACAO, dtype: float64",F,F,D,D,3,C,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,C,B
190001339073,2019,Maceió,AL,21,F,1.0,3,1,2,1,1,1,1,1,601.6,613.5,598.6,695.5,160.0,200.0,160.0,200.0,180.0,900.0,G,E,B,B,3,F,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
190001696178,2019,Roca Sales,RS,33,M,2.0,1,1,13,1,1,1,1,1,544.5,599.5,570.2,580.8,120.0,120.0,120.0,100.0,100.0,560.0,B,B,A,A,2,E,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B
190001428815,2019,Conceição do Jacuípe,BA,28,F,0.0,3,1,11,1,1,1,1,1,380.5,507.9,528.3,433.3,120.0,120.0,120.0,80.0,80.0,520.0,B,B,C,B,4,A,A,B,C,A,A,B,B,B,A,B,A,B,B,A,A,B,A,A,B
190001613179,2019,Adrianópolis,PR,17,F,1.0,1,3,0,1,1,1,1,1,423.1,546.2,539.7,373.1,120.0,140.0,100.0,120.0,140.0,620.0,E,E,A,D,4,E,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190001244976,2019,Contagem,MG,23,F,1.0,3,1,6,1,1,1,1,1,422.9,527.3,594.6,441.3,120.0,120.0,120.0,120.0,80.0,560.0,E,E,B,B,5,C,A,C,D,B,A,B,A,B,A,A,A,A,B,A,A,C,B,A,B
190001658340,2019,Linhares,ES,23,F,1.0,2,1,4,1,0,1,1,0,"7    515.666
Name: NU_NOTA_CN, dtype: float64",443.3,460.6,"7    530.788
Name: NU_NOTA_MT, dtype: float64",100.0,120.0,120.0,120.0,80.0,540.0,B,C,A,B,2,C,A,B,C,A,B,B,B,B,B,B,A,A,B,A,A,C,A,B,B
190001428816,2019,Salvador,BA,27,M,1.0,2,1,10,1,1,1,1,1,390.1,563.2,583.5,584.9,120.0,120.0,120.0,120.0,40.0,520.0,H,E,F,B,4,C,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B
190001024990,2019,Guajará-Mirim,RO,43,F,2.0,3,1,13,1,1,1,1,1,406.1,591.9,447.3,561.1,120.0,120.0,120.0,120.0,80.0,560.0,E,E,B,A,3,D,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,B,B,B,B
190001741642,2019,Pontes e Lacerda,MT,22,F,2.0,3,1,5,1,0,0,0,0,"12    508.363235
Name: NU_NOTA_CN, dtype: float64","12    561.423188
Name: NU_NOTA_CH, dtype: float64","12    532.916176
Name: NU_NOTA_LC, dtype: float64","12    527.064179
Name: NU_NOTA_MT, dtype: float64","12    125.294118
Name: NU_NOTA_COMP1, dtype: float64","12    124.117647
Name: NU_NOTA_COMP2, dtype: float64","12    114.117647
Name: NU_NOTA_COMP3, dtype: float64","12    124.117647
Name: NU_NOTA_COMP4, dtype: float64","12    80.0
Name: NU_NOTA_COMP5, dtype: float64","12    567.647059
Name: NU_NOTA_REDACAO, dtype: float64",C,B,B,B,3,B,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
190001779834,2019,Goiânia,GO,26,M,1.0,3,1,6,1,1,1,1,1,517.2,496.7,518.9,453.0,100.0,200.0,120.0,120.0,100.0,640.0,A,A,A,B,1,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190001244977,2019,Belo Horizonte,MG,28,M,1.0,2,1,9,1,0,0,0,0,"10    524.982679
Name: NU_NOTA_CN, dtype: float64","10    571.270862
Name: NU_NOTA_CH, dtype: float64","10    551.098261
Name: NU_NOTA_LC, dtype: float64","10    555.179099
Name: NU_NOTA_MT, dtype: float64","10    130.365217
Name: NU_NOTA_COMP1, dtype: float64","10    122.956522
Name: NU_NOTA_COMP2, dtype: float64","10    119.965217
Name: NU_NOTA_COMP3, dtype: float64","10    125.947826
Name: NU_NOTA_COMP4, dtype: float64","10    95.513043
Name: NU_NOTA_COMP5, dtype: float64","10    594.747826
Name: NU_NOTA_REDACAO, dtype: float64",E,E,B,B,4,D,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,E,A,A,B
190001779835,2019,Aparecida de Goiânia,GO,37,F,0.0,3,1,13,1,0,0,0,0,"8    514.125
Name: NU_NOTA_CN, dtype: float64","8    560.616049
Name: NU_NOTA_CH, dtype: float64","8    537.656522
Name: NU_NOTA_LC, dtype: float64","8    521.663226
Name: NU_NOTA_MT, dtype: float64","8    127.204969
Name: NU_NOTA_COMP1, dtype: float64","8    127.701863
Name: NU_NOTA_COMP2, dtype: float64","8    122.111801
Name: NU_NOTA_COMP3, dtype: float64","8    124.47205
Name: NU_NOTA_COMP4, dtype: float64","8    100.496894
Name: NU_NOTA_COMP5, dtype: float64","8    601.987578
Name: NU_NOTA_REDACAO, dtype: float64",H,C,B,B,2,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190001128669,2019,Fortaleza,CE,25,M,1.0,3,1,5,1,0,0,0,0,"5    509.170612
Name: NU_NOTA_CN, dtype: float64","5    564.057143
Name: NU_NOTA_CH, dtype: float64","5    540.288142
Name: NU_NOTA_LC, dtype: float64","5    544.394561
Name: NU_NOTA_MT, dtype: float64","5    128.853755
Name: NU_NOTA_COMP1, dtype: float64","5    120.079051
Name: NU_NOTA_COMP2, dtype: float64","5    115.494071
Name: NU_NOTA_COMP3, dtype: float64","5    123.873518
Name: NU_NOTA_COMP4, dtype: float64","5    92.411067
Name: NU_NOTA_COMP5, dtype: float64","5    580.711462
Name: NU_NOTA_REDACAO, dtype: float64",E,D,F,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190001480479,2019,João Pessoa,PB,30,F,1.0,3,1,2,1,1,1,1,1,492.6,545.8,536.1,583.5,120.0,120.0,120.0,100.0,120.0,580.0,B,C,B,B,2,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,B
190001658341,2019,Vila Velha,ES,21,F,1.0,1,1,4,1,0,0,0,0,"7    515.666
Name: NU_NOTA_CN, dtype: float64","7    566.9
Name: NU_NOTA_CH, dtype: float64","7    546.56789
Name: NU_NOTA_LC, dtype: float64","7    530.788
Name: NU_NOTA_MT, dtype: float64","7    127.155963
Name: NU_NOTA_COMP1, dtype: float64","7    120.183486
Name: NU_NOTA_COMP2, dtype: float64","7    119.449541
Name: NU_NOTA_COMP3, dtype: float64","7    123.302752
Name: NU_NOTA_COMP4, dtype: float64","7    91.559633
Name: NU_NOTA_COMP5, dtype: float64","7    581.651376
Name: NU_NOTA_REDACAO, dtype: float64",E,E,D,B,4,G,A,B,D,B,A,B,B,B,A,B,A,B,B,B,A,E,B,B,B
190001428817,2019,Ruy Barbosa,BA,19,M,1.0,4,2,0,2,1,1,1,1,499.5,544.9,572.1,403.0,120.0,120.0,100.0,100.0,0.0,440.0,B,F,A,D,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190001613180,2019,Franca,SP,16,F,1.0,1,3,0,1,0,0,0,0,"72    510.665517
Name: NU_NOTA_CN, dtype: float64","72    567.013333
Name: NU_NOTA_CH, dtype: float64","72    559.516667
Name: NU_NOTA_LC, dtype: float64","72    557.248276
Name: NU_NOTA_MT, dtype: float64","72    129.333333
Name: NU_NOTA_COMP1, dtype: float64","72    115.333333
Name: NU_NOTA_COMP2, dtype: float64","72    116.666667
Name: NU_NOTA_COMP3, dtype: float64","72    120.666667
Name: NU_NOTA_COMP4, dtype: float64","72    94.666667
Name: NU_NOTA_COMP5, dtype: float64","72    576.666667
Name: NU_NOTA_REDACAO, dtype: float64",C,D,A,B,3,B,A,B,B,A,A,B,B,A,A,B,A,A,B,A,A,C,A,A,A
190001093232,2019,Rio Branco,AC,18,M,1.0,4,2,0,2,1,1,1,1,414.4,369.2,504.2,483.2,140.0,120.0,120.0,120.0,120.0,620.0,E,E,B,B,8,A,A,B,C,B,A,B,A,A,A,B,A,A,D,A,A,E,A,A,B
190001696179,2019,Ijuí,RS,26,F,1.0,1,1,9,1,1,1,1,1,532.2,399.6,525.2,634.2,100.0,120.0,120.0,120.0,80.0,540.0,B,E,A,B,1,C,A,B,B,A,A,B,B,B,A,B,A,B,B,A,A,B,A,B,B
